"Name","Location","Type","Data Type","Namespace","Reference Count"
"LEA_obd_ii_P0391_pass_counter","40004b51","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0351_dtc_state","40004b52","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0351_fail_counter","40004b53","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0351_pass_counter","40004b54","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0352_dtc_state","40004b55","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0352_fail_counter","40004b56","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0352_pass_counter","40004b57","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0353_dtc_state","40004b58","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0353_fail_counter","40004b59","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0353_pass_counter","40004b5a","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0354_dtc_state","40004b5b","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0354_fail_counter","40004b5c","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0354_pass_counter","40004b5d","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0355_dtc_state","40004b5e","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0355_fail_counter","40004b5f","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0355_pass_counter","40004b60","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0356_dtc_state","40004b61","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0356_fail_counter","40004b62","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0356_pass_counter","40004b63","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P1301_dtc_state","40004b64","Data Label","uint8_t","Global","10"
"LEA_obd_ii_P1301_fail_counter","40004b65","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P1301_pass_counter","40004b66","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P1302_dtc_state","40004b67","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P1302_fail_counter","40004b68","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P1302_pass_counter","40004b69","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0420_dtc_state","40004b6a","Data Label","uint8_t","Global","22"
"LEA_obd_ii_P0420_fail_counter","40004b6b","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0420_pass_counter","40004b6c","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0430_dtc_state","40004b6d","Data Label","uint8_t","Global","22"
"LEA_obd_ii_P0430_fail_counter","40004b6e","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0430_pass_counter","40004b6f","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0441_dtc_state","40004b70","Data Label","uint8_t","Global","15"
"LEA_obd_ii_P0441_fail_counter","40004b71","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0441_pass_counter","40004b72","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0442_dtc_state","40004b73","Data Label","uint8_t","Global","15"
"LEA_obd_ii_P0442_fail_counter","40004b74","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0442_pass_counter","40004b75","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0444_dtc_state","40004b76","Data Label","uint8_t","Global","13"
"LEA_obd_ii_P0444_fail_counter","40004b77","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0444_pass_counter","40004b78","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0445_dtc_state","40004b79","Data Label","uint8_t","Global","13"
"LEA_obd_ii_P0445_fail_counter","40004b7a","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0445_pass_counter","40004b7b","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0446_dtc_state","40004b7c","Data Label","uint8_t","Global","11"
"LEA_obd_ii_P0446_fail_counter","40004b7d","Data Label","uint8_t","Global","4"
"LEA_obd_ii_P0446_pass_counter","40004b7e","Data Label","uint8_t","Global","4"
"LEA_obd_ii_P0447_dtc_state","40004b7f","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0447_fail_counter","40004b80","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0447_pass_counter","40004b81","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0448_dtc_state","40004b82","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0448_fail_counter","40004b83","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0448_pass_counter","40004b84","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0451_dtc_state","40004b85","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0451_fail_counter","40004b86","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0451_pass_counter","40004b87","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0452_dtc_state","40004b88","Data Label","uint8_t","Global","9"
"LEA_obd_ii_P0452_fail_counter","40004b89","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0452_pass_counter","40004b8a","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0453_dtc_state","40004b8b","Data Label","uint8_t","Global","9"
"LEA_obd_ii_P0453_fail_counter","40004b8c","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0453_pass_counter","40004b8d","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0455_dtc_state","40004b8e","Data Label","uint8_t","Global","15"
"LEA_obd_ii_P0455_fail_counter","40004b8f","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0455_pass_counter","40004b90","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0456_dtc_state","40004b91","Data Label","uint8_t","Global","22"
"LEA_obd_ii_P0456_fail_counter","40004b92","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0456_pass_counter","40004b93","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0461_dtc_state","40004b94","Data Label","uint8_t","Global","12"
"LEA_obd_ii_P0461_fail_counter","40004b95","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0461_pass_counter","40004b96","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0462_dtc_state","40004b97","Data Label","uint8_t","Global","16"
"LEA_obd_ii_P0462_fail_counter","40004b98","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0462_pass_counter","40004b99","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0463_dtc_state","40004b9a","Data Label","uint8_t","Global","16"
"LEA_obd_ii_P0463_fail_counter","40004b9b","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0463_pass_counter","40004b9c","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0480_dtc_state","40004b9d","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0480_fail_counter","40004b9e","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0480_pass_counter","40004b9f","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0482_dtc_state","40004ba0","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0482_fail_counter","40004ba1","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0482_pass_counter","40004ba2","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0500_dtc_state","40004ba3","Data Label","uint8_t","Global","16"
"LEA_obd_ii_P0500_fail_counter","40004ba4","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0500_pass_counter","40004ba5","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0506_dtc_state","40004ba6","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0506_fail_counter","40004ba7","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0506_pass_counter","40004ba8","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0507_dtc_state","40004ba9","Data Label","uint8_t","Global","10"
"LEA_obd_ii_P0507_fail_counter","40004baa","Data Label","uint8_t","Global","4"
"LEA_obd_ii_P0507_pass_counter","40004bab","Data Label","uint8_t","Global","4"
"LEA_obd_ii_P050A_dtc_state","40004bac","Data Label","uint8_t","Global","10"
"LEA_obd_ii_P050A_fail_counter","40004bad","Data Label","uint8_t","Global","4"
"LEA_obd_ii_P050A_pass_counter","40004bae","Data Label","uint8_t","Global","4"
"LEA_obd_ii_P050B_dtc_state","40004baf","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P050B_fail_counter","40004bb0","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P050B_pass_counter","40004bb1","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0522_dtc_state","40004bb2","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0522_fail_counter","40004bb3","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0522_pass_counter","40004bb4","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0523_dtc_state","40004bb5","Data Label","uint8_t","Global","9"
"LEA_obd_ii_P0523_fail_counter","40004bb6","Data Label","uint8_t","Global","4"
"LEA_obd_ii_P0523_pass_counter","40004bb7","Data Label","uint8_t","Global","4"
"LEA_obd_ii_P0524_dtc_state","40004bb8","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0524_fail_counter","40004bb9","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0524_pass_counter","40004bba","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0537_dtc_state","40004bbb","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0537_fail_counter","40004bbc","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0537_pass_counter","40004bbd","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0538_dtc_state","40004bbe","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0538_fail_counter","40004bbf","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0538_pass_counter","40004bc0","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0562_dtc_state","40004bc1","Data Label","uint8_t","Global","9"
"LEA_obd_ii_P0562_fail_counter","40004bc2","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0562_pass_counter","40004bc3","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0563_dtc_state","40004bc4","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0563_fail_counter","40004bc5","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0563_pass_counter","40004bc6","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0571_dtc_state","40004bc7","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0571_fail_counter","40004bc8","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0571_pass_counter","40004bc9","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0578_dtc_state","40004bca","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0578_fail_counter","40004bcb","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0578_pass_counter","40004bcc","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0579_dtc_state","40004bcd","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0579_fail_counter","40004bce","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0579_pass_counter","40004bcf","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0564_dtc_state","40004bd0","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0564_fail_counter","40004bd1","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0564_pass_counter","40004bd2","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0601_dtc_state","40004bd3","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0601_fail_counter","40004bd4","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0601_pass_counter","40004bd5","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0606_dtc_state","40004bd6","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0606_fail_counter","40004bd7","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0606_pass_counter","40004bd8","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0610_dtc_state","40004bd9","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0610_fail_counter","40004bda","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0610_pass_counter","40004bdb","Data Label","uint8_t","Global","3"
"LEA_obd_ii_U0141_dtc_state","40004bdc","Data Label","uint8_t","Global","7"
"LEA_obd_ii_U0141_fail_counter","40004bdd","Data Label","uint8_t","Global","3"
"LEA_obd_ii_U0141_pass_counter","40004bde","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0627_dtc_state","40004bdf","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0627_fail_counter","40004be0","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0627_pass_counter","40004be1","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0630_dtc_state","40004be2","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0630_fail_counter","40004be3","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0630_pass_counter","40004be4","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0638_dtc_state","40004be5","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0638_fail_counter","40004be6","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0638_pass_counter","40004be7","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0647_dtc_state","40004be8","Data Label","uint8_t","Global","9"
"LEA_obd_ii_P0647_fail_counter","40004be9","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0647_pass_counter","40004bea","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0646_dtc_state","40004beb","Data Label","uint8_t","Global","9"
"LEA_obd_ii_P0646_fail_counter","40004bec","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0646_pass_counter","40004bed","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0685_dtc_state","40004bee","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0685_fail_counter","40004bef","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0685_pass_counter","40004bf0","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0700_dtc_state","40004bf1","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0700_fail_counter","40004bf2","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0700_pass_counter","40004bf3","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0712_dtc_state","40004bf4","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0712_fail_counter","40004bf5","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0712_pass_counter","40004bf6","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0713_dtc_state","40004bf7","Data Label","uint8_t","Global","10"
"LEA_obd_ii_P0713_fail_counter","40004bf8","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0713_pass_counter","40004bf9","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0806_dtc_state","40004bfa","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P0806_fail_counter","40004bfb","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0806_pass_counter","40004bfc","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P1809_dtc_state","40004bfd","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P1809_fail_counter","40004bfe","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P1809_pass_counter","40004bff","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0807_dtc_state","40004c00","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0807_fail_counter","40004c01","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0807_pass_counter","40004c02","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0808_dtc_state","40004c03","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P0808_fail_counter","40004c04","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P0808_pass_counter","40004c05","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P1106_dtc_state","40004c06","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P1106_fail_counter","40004c07","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P1106_pass_counter","40004c08","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P123B_dtc_state","40004c09","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P123B_fail_counter","40004c0a","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P123B_pass_counter","40004c0b","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P123C_dtc_state","40004c0c","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P123C_fail_counter","40004c0d","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P123C_pass_counter","40004c0e","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P1562_dtc_state","40004c0f","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P1562_fail_counter","40004c10","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P1562_pass_counter","40004c11","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P2122_dtc_state","40004c12","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P2122_fail_counter","40004c13","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P2122_pass_counter","40004c14","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P2123_dtc_state","40004c15","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P2123_fail_counter","40004c16","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P2123_pass_counter","40004c17","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P2127_dtc_state","40004c18","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P2127_fail_counter","40004c19","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P2127_pass_counter","40004c1a","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P2128_dtc_state","40004c1b","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P2128_fail_counter","40004c1c","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P2128_pass_counter","40004c1d","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P2135_dtc_state","40004c1e","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P2135_fail_counter","40004c1f","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P2135_pass_counter","40004c20","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P2138_dtc_state","40004c21","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P2138_fail_counter","40004c22","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P2138_pass_counter","40004c23","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P2173_dtc_state","40004c24","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P2173_fail_counter","40004c25","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P2173_pass_counter","40004c26","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P2602_dtc_state","40004c27","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P2602_fail_counter","40004c28","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P2602_pass_counter","40004c29","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P2603_dtc_state","40004c2a","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P2603_fail_counter","40004c2b","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P2603_pass_counter","40004c2c","Data Label","uint8_t","Global","3"
"LEA_unused_byte6","40004c33","Data Label","uint8_t","Global","0"
"LEA_unused_byte5","40004c34","Data Label","uint8_t","Global","0"
"LEA_unused_byte4","40004c35","Data Label","uint8_t","Global","0"
"LEA_unused_byte3","40004c36","Data Label","uint8_t","Global","0"
"LEA_unused_byte3","40004c37","Data Label","uint8_t","Global","0"
"LEA_unused_byte2","40004c38","Data Label","uint8_t","Global","0"
"LEA_obd_ii_P2104_dtc_state","40004c39","Data Label","uint8_t","Global","8"
"LEA_obd_ii_P2104_fail_counter","40004c3a","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P2104_pass_counter","40004c3b","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P1104_dtc_state","40004c3c","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P1104_fail_counter","40004c3d","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P1104_pass_counter","40004c3e","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P2105_dtc_state","40004c3f","Data Label","uint8_t","Global","10"
"LEA_obd_ii_P2105_fail_counter","40004c40","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P2105_pass_counter","40004c41","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P2106_dtc_state","40004c42","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P2106_fail_counter","40004c43","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P2106_pass_counter","40004c44","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P2107_dtc_state","40004c45","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P2107_fail_counter","40004c46","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P2107_pass_counter","40004c47","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P2100_dtc_state","40004c48","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P2100_fail_counter","40004c49","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P2100_pass_counter","40004c4a","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P2102_dtc_state","40004c4b","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P2102_fail_counter","40004c4c","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P2102_pass_counter","40004c4d","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P2103_dtc_state","40004c4e","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P2103_fail_counter","40004c4f","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P2103_pass_counter","40004c50","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P2108_dtc_state","40004c51","Data Label","uint8_t","Global","7"
"LEA_obd_ii_P2108_fail_counter","40004c52","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P2108_pass_counter","40004c53","Data Label","uint8_t","Global","3"
"LEA_obd_ii_P2612_dtc_state","40004c54","Data Label","uint8_t","Global","8"
